val_idx,subset,pred_stage5,pred_stage6
476,Aka_Gha,Mmabun betumi ne atipɛnfo ayɛ biako de ayɛ na wɔakyɛ nsɛm ho amanneɛbɔ mu nsɛm pa a ɛhyɛ atipɛnfo ny,"Amammerɛ mu gyinapɛn ahorow, ne nea wɔpɛ betumi akyerɛ mmabun adwene ne osuahu ahorow wɔ asetra mu a"
483,Aka_Gha,"Mpene a wɔpene so, sɛnea mmara kyerɛkyerɛ mu no, kyerɛ apam a wofi wɔn pɛ mu, wɔde nimdeɛ, na wɔde a",Nneɛma titiriw a ɛma wɔpene so wɔ abɛɛfo kwantenpɔn so nkitahodi mu no te sɛ nea ɛwɔ anim ne anim nk
484,Aka_Gha,Nneɛma ne nnwinnade ahorow wɔ hɔ a ɛbɛboa wo ma woanya nkɔso na ahyɛ wo nsusuii a ɛyɛ katee a ɛfa nn,Amammerɛ Mmeae: Mpɔtam pii wɔ amammerɛ mmeae anaa ahyehyɛde ahorow a wɔde nneɛma ne nhyiam ahorow ma
485,Aka_Gha,"Ɛsɛ sɛ mmabun nya nna ne awo akwahosan ho nhyehyɛe ahorow, a nea ɛka ho ne: Nyinsɛn ano aduro (sɛ nh","Yiw, asetra mu nneɛma bi betumi aka sɛnea akwan horow bi tu mpɔn: Nnuru a wɔde siw awo ano a ɛyera: "
487,Aka_Gha,"Ɛho hia sɛ wogyina nsɛm a egyina adanse so a efi mmeae a wotumi de ho to so, te sɛ akwahosan ho adwu",Sɛnea wobɛkasa atia nneɛma bɔne a ɛfa nna ne awo ho ni: Hyɛ Nhomasua ho nkuran: Kamfo nneɛma a wotum
490,Aka_Gha,Nneɛma ne nkyerɛkyerɛ nneɛma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔasua pii afa pene a wɔpene so wɔ intanɛt ,"Nneɛma ne mmoa nkitahodi ahorow wɔ hɔ a ɛbɛboa wo ma woasua pii afa ahye a wɔde si apɔwmuden, asɛm a"
491,Aka_Gha,Asetra mu nimdeɛ yɛ tumi ne nneyɛe a ɛma ankorankoro tumi di da biara da asetra mu ahwehwɛde ne ɔhaw,"Nsɛm ho amanneɛbɔ ho nimdeɛ kyerɛ tumi a obi tumi nya, hwehwɛ mu, hwehwɛ mu, na ɔyɛ nsɛm ho amanneɛb"
493,Aka_Gha,Mmara anaa nhyehyɛe ahorow betumi adi akwannya ahorow a mmabun a wɔyem wɔ sɛ wonya nna ho nkyerɛkyer,Atumfoɔ bebree wɔ mmara anaa nhyehyɛeɛ a ɛgye hokwan a mmabun wɔ wɔ akwahosan ho dwumadie a ɛyɛ koko
495,Aka_Gha,Ɛsɛ sɛ mmabun: kyerɛ hokwan a wɔwɔ sɛ wɔwɔ nipadua mu ahofadi na wɔpow adeyɛ no sɛ wɔmpene so a Hweh,"Sɛ mmabun susuw sɛ wɔn adamfo anaa wɔn atipɛnfo bi wɔ abusuabɔ a ɛyɛ ayayade mu a, ɛsɛ sɛ: Wɔde ahwɛ"
498,Aka_Gha,Sukuu ahorow betumi adi animtiaabu a ɛfa adwenemyare ho no ho dwuma na wɔahyɛ nkɔmmɔbɔ a ɛda adi pef,Mmabun betumi de wɔn ho ahyɛ awo ntoatoaso nkɔmmɔbɔ ne nnwuma a mpɔtam hɔfo di anim mu de ahyɛ nkɔmm
499,Aka_Gha,Kuw ahorow a mmabun di anim a wɔkasa fa nna ho nkyerɛkyerɛ a edi mu kyerɛ wɔ sukuu ne mpɔtam hɔ. Nkɔ,Nhwɛso ahorow bi ne: Ɔbarima ne ɔbea nna ne awoɔ apɔwmuden ho nkyerɛkyerɛ nhyehyɛe ahorow a ɛfa ɔbar
501,Aka_Gha,"Ɔkwan a ɛkɔ akyiri: Fa nkyerɛkyerɛ a ɛfa nsusuwii hunu, mmubuafo hokwan ahorow, ne nna mu hokwan aho",Nkyerɛkyerɛ a ɛfa nsusuwii hunu ne nyiyim ho no betumi ama wɔanya tema ne ntease: Mmofra a Wɔadi  dɛ
502,Aka_Gha,Mmabun betumi anya nneɛma ahorow ne mmoa nkitahodi ahorow de adi ɛnamu apomoden ho haw ahorow ho dwu,Nneɛma ahorow ne mmoa nkitahodi ahorow wɔ hɔ a ɛbɛboa wo ma wo ne atipɛnfo akuw a wɔyɛ papa adi nkit
506,Aka_Gha,Mmabun betumi akamfo wɔn ahiade ahorow denam wɔn akwahosan ho adwumayɛfo anaa afotufo a wɔne wɔn di ,Nkɔmmɔbɔ a ɛfa nna mu ɔborɔ ho no betumi akasa atia adwene a ɛne sɛ wɔde asodi to nea wɔato no mmonn
510,Aka_Gha,Mmabun yɛ tumi a tumi wom a ɛma nsakrae ba nyinsɛn a woyi gu kuw a wɔhwehwɛ hokwan ahorow no mu! Akw,Wubetumi de abɛɛfo ntentanfidie adi dwuma wɔ ɔkwan pa so de ama w’adwene mu akwahosan ayɛ kɛse na wo
511,Aka_Gha,"Nkitahodi a ɛda adi pefee na ɛyɛ nokware a wɔne awofoɔ di no boa mmabun ma wɔte wɔn gyinapɛn ahorow,",Gyinaesi ahorow a atwam a wubesusu ho na wode nea efi mu aba a wode bɛtoto ho ansa na wode gyinaesi 
513,Aka_Gha,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔpene so na wosi gyinae wɔ nna ne awo akwahosan ho nhyehyɛ,Mmabun betumi abɔ wɔn kokoamsɛm ho ban bere a wɔrenya nna ne awo apɔwmuden ho nsɛm wɔ Intanɛt so den
514,Aka_Gha,"Mmabun betumi ahyia akwanside ahorow te sɛ ɛka, animtiaabu, anaasɛ nea wonnya bere a wɔrebɔ mmɔden s",Mmabun betumi anya ahoɔden a wɔde gyina ano ne sɛnea wugyina ano de di tebea horow a emu yɛ den mu d
516,Aka_Gha,"Yiw, nnwumakuo ahorow a ɛwɔ mpɔtam hɔ ne mmoa akuw bi wɔ hɔ a wobetumi aboa mmabun ma wɔafa amammerɛ","wo sukuu ɔyarehwɛfo anaa akwahosan ho dwumayɛni, ne wo bɛbɔ nna ho nsɛm ho nkɔmmɔ. Wobu ""LGBTQ+"" sɛ "
517,Aka_Gha,Intanɛt so adesua ne nhyiamu: Nya nkyerɛkyerɛ nhyiamu a ɛde adesua a ɛfa nsɛm ho amanneɛbɔ ho nimdeɛ,"Yiw, ntentanfidie dwumadibea ahorow pii wɔ hɔ a wɔayɛ ama mmabun a wɔhwehwɛ nna mu akwahosan ho nsɛm"
520,Aka_Gha,"Mɛpɛ sɛ w’ankasa wo ho nsɛm, a nna mu akwahosan ho nsɛm anaa osuahu ahorow ka ho, bɛka abusua no mu.",Ka w’ahiade ne w’ahyeɛ ho asɛm pefee wɔ obuo mu. Fa hyetɛo ahorow to nsɛmti anaa nneyɛe a ɛka w’adwe
524,Aka_Gha,Fa tema tie wɔn a wonyaa wɔn ti didii mu no a wonni atɛn. Fa wo mmoa ma na gye wɔn suahu ahorow di. ,"Hyɛ awofo nkuran sɛ wɔnhwehwɛ nsɛm mfi mmeae a agye din te sɛ adwenemyare ho ahyehyɛde ahorow, akwah"
525,Aka_Gha,Kokoam mmoa akuw ne intanɛt so mpɔtam wɔ hɔ ma mmabun a wɔrepere wɔ adwenemyare ho. Hwehwɛ nneɛma a ,"Ɛwom sɛ LGBTQ+ nhyia wɔ Ghana deɛ, nanso afotufoɔ ne nneɛma a ɛnyɛ den sɛ wɔbɛnya bi wɔ hɔ a wɔde bɛ"
527,Aka_Gha,Nipadua mu kasa ne nkitahodi a ɛnyɛ kasa di dwuma titiri wɔ ahotoso ne asɛm a wɔka no denneennen a w,"Nkabom di mmabun ahiade ahorow nyinaa ho dwuma denam: Ɔhwɛ a edi mũ a wɔde ma a wosusuw honam fam, n"
528,Aka_Gha,"Mmabun betumi de ahye a ɛfata asi hɔ na wɔakura mu denam wɔn ankasa ahiade, nkate, ne anohyeto ahoro",Mmabun betumi de ahye asi hɔ na wɔakura mu wɔ wɔn abusuabɔ mu denam: - Ahye a wɔbɛkyerɛ: Wɔn ankasa 
533,Aka_Gha,"Gye w’awofo amammerɛ ne nyamesom mu gyidi ahorow tom na bu wɔn, bere a woda w’ankasa hia a wuhia sɛ ","Amammerɛ ne nyamesom mu gyidi betumi akyerɛ suban, gyinapɛn, ne nneyɛe a ɛfa nna ne awo akwahosan ho"
534,Aka_Gha,"1. Kyerɛkyerɛ wo ho: Sua hokwan ahorow a mmubuafo wɔ, nneyɛe a ɛka obiara ho, ne gyinapɛn ahorow a ɛ",Wo Ho Adwennwen 'Self Reflection': Gye bere fa te wo gyinapɛn ne wo gyidi ahorow a ɛfa ɔbarima ne ɔb
538,Aka_Gha,Atipɛnfo Mmoa: Atipɛnfo mmoa nkitahodi nhyehyɛe ma mmabun ne afoforo a wɔwɔ osuahu ne nsɛm a ɛhaw wɔ,"Atipɛnfo mmoa akuw ma mmabun nya baabi a ahobammɔ wɔ sɛ wɔbɛda wɔn atenka adi, akyɛ osuahu ahorow, n"
541,Aka_Gha,Mmabun betumi ahu na wɔakasa atia abrabɔ pa ho nsɛm wɔ nsɛm ho amanneɛbɔfo mfonini ahorow a ɛfa nna ,"Nsɛm ho amanneɛbɔfo a wɔyɛ, aguade ho dawurubɔfo, ne wɔn a wɔyɛ nneɛma no wɔ abrabɔ pa ho asɛyɛde be"
542,Aka_Gha,Nkitahodi a ɛda adi pefee yɛ ade titiriw! Afotu bi ni: Kyerɛkyerɛ nea enti a wote saa mu: Ka ɔpɛ a w,Adwene a ɛnteɛ bi a ɛfa nna mu nneyɛe a ahobammɔ wom ho ne; gyidi ahorow sɛ nna mu dwumadi ahorow bi
543,Aka_Gha,Nkɔmmɔbɔ ahorow a ɛfa nna ho wɔ nsɛm ho amanneɛbɔ mu no ne mmabun nna ne awo apɔwmuden ho nneɛma afo,Amammerɛ ne ɔmanfo tebea nya mmabun osuahu ahorow a ɛfa nna ne awoɔ apomoden ho nkyerɛkyerɛ ne nea e
546,Aka_Gha,"Awofoɔ, wɔn a wɔhwɛ wɔn, ne wɔn a wɔhwɛ mmabun bɛtumi aboa mmabun a wɔadi dɛm wɔ nna ne awoɔ akwahos","Akyerɛkyerɛfo, awofo, ne ahwɛfo betumi aboa mmabun ma wɔanya nsɛm ho amanneɛbɔ ho nimdeɛ wɔ akwan ah"
552,Aka_Gha,Ɛsɛ sɛ mmabun hu abrabɔ pa ho nsusuwii bere a wɔde wɔn ho hyɛ nsɛm ho amanneɛbɔ mu nsɛm a ɛfa nna ne,Mmabun betumi ahu na wɔakasa atia abrabɔ pa ho nsɛm wɔ nsɛm ho amanneɛbɔfo mfonini ahorow a ɛfa nna 
553,Aka_Gha,Mmabun betumi ahu na wɔakasa atia abrabɔ pa ho nsɛm wɔ nsɛm ho amanneɛbɔfo mfonini ahorow a ɛfa nna ,"Mmabun betumi de ntentanfidie, mfiridwuma, ne dijitaal akwan adi dwuma ne wɔn mpɔtam hɔfo adi nkitah"
555,Aka_Gha,Wobetumi de nsɛm ho amanneɛbɔ ho adesua ahyɛ sukuu adesua nhyehyɛe mu denam adesua ahorow a wɔatu wɔ,Wobetumi de nsɛm ho amanneɛbɔ ho adesua aka sukuu adesua nhyehyɛe ne mpɔtam hɔ nhyehyɛe ahorow ho de
556,Aka_Gha,"Ɛho hia sɛ wokae sɛ bere a atipɛnfo a wɔwɔ adwempa betumi de nhumu a ɛsom bo ama wo, ɛsɛ sɛ w’ankasa",Sɛ wobenya pintinnn nkitahodie ho nimdeɛ na wode ako atia atipɛnfo nhyɛso a ennye a worentwe wo ho m
558,Aka_Gha,"Dawurubɔ: Mpɛn pii no, wɔde nna ho mfonini di dwuma de hyɛ nneɛma ho nkuran, na wɔde bata nsusuwii a","Kasa: Kasa a ɛkanyan adwene, nsɛm a wɔka, anaa nsɛmfua a wɔde di dwuma de ka nkrasɛm a ɛfa nna mu ak"
560,Aka_Gha,"Ne w’akwahosan ho dwumayɛni anaa sukuu sickbay ɔyarehwɛfo nni nkitaho, wobetumi aboa ma woanya nnwum","Wo ne Mpanyimfo a Wogye Wɔn Di Yɛ Adwuma: Fa ɔpanyin, ɔwofo, ɔkyerɛkyerɛfo, anaa mpɔtam hɔ kannifo a"
563,Aka_Gha,Nneɛma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔate hokwan a wɔwɔ sɛ wɔpene so na wosi gyinae wɔ nna ne awo akw,Nneɛma ne nkyerɛkyerɛ nneɛma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔasua pii afa pene a wɔpene so wɔ intanɛt 
565,Aka_Gha,"Digitals media ho nimdeɛ fa tumi a obi tumi nya, hwehwɛ, hwehwɛ mu, na ɔyɛ media mu nsɛm wɔ dijitaal",Nneɛma a Wobetumi Apaw 'Limitations': Ebia mmabun nna mu akwahosan ho abenfo a wɔn ho akokwaw wɔ dɛm
567,Aka_Gha,"Nimdeɛ ne ahokokwaw a wohia a wɔde bɛma wɔn de ahwehwɛ nsɛm ho amanneɛbɔ nkrasɛm, gyinabea ahorow, n","Mmabun betumi akamfo nsɛm ho amanneɛbɔ ho adesua  wɔ sukuu ahorow, mpɔtam, ne mmabun ahyehyɛde ahoro"
568,Aka_Gha,Amammerɛ mu gyinapɛn ahorow nya suban ne nneyɛe a ɛfa nna ne awo akwahosan ho so nkɛntɛnso kɛse wɔ m,Amammerɛ ne nyamesom mu gyidi ahorow a wɔtaa nya wɔ nna ne awo akwahosan ho no bi ne: Adwene a nkurɔ
569,Aka_Gha,"Nna ho nsɛm a wɔde di dwuma wɔ amanneɛbɔ mu no betumi anya mmabun ankasa ho mfonini, nipadua mu ahot",Amammerɛ mu gyinapɛn ahorow a ɛwɔ atubrafo ne nnipa kakraa bi mu no nya adwene a nkurɔfo kura wɔ mme
571,Aka_Gha,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔpene so na wosi gyinae wɔ nna ne awo akwahosan ho nhyehyɛ,Nneɛma a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔate hokwan a wɔwɔ sɛ wɔpene so na wosi gyinae wɔ nna ne awo akw
574,Aka_Gha,Mmabun betumi anya adwene a ɛne sɛ wobesua ade wɔ wɔn nkwa nna nyinaa mu na wɔakɔ so anya ahokokwaw ,Akwanside ahorow a ɛmma ankorankora ntumi mfa wɔn ho nnye mu sɛ ahwɛfo wɔ tebea horow a ɛfa nna mu b
575,Aka_Gha,"Yiw, nnwumakuo ahorow a ɛwɔ mpɔtam hɔ ne mmoa akuw bi wɔ hɔ a wobetumi aboa mmabun ma wɔafa amammerɛ","Yiw, mpɔtam hɔ nneɛma ne ahyehyɛde ahorow bi wɔ hɔ a wobetumi aboa mmabun ma wɔadi asasesin mu akwan"
576,Aka_Gha,"Yiw, ɛyɛ ade a ɛfata koraa sɛ wobɛte nka sɛ w’adwene atu afra anaasɛ wo ne w’akasakasa wɔ wo nna mu ",Ɔbarima ne Ɔbea Nna a Wɔde Ano: Fa kɔndɔm anaa a wɔde bɔ wo ho ban 'dental dams' di dwuma de bɔ wo h
577,Aka_Gha,Nhumu ne Nhomasua: Wɔn a wɔadi dɛm ho adwuma no ma nkurɔfo hu nsɛnnennen a mmubuafo hyia na wɔkyerɛk,Nneɛma a Wɔde Wɔn Ho Hyehyɛ Mu a Wɔapaw a aborɔfo ka no 'Tailored Intervention': Nhyehyɛe ahorow a w
582,Aka_Gha,Wɔbetumi anya: Mpanyimfoɔ ne kuo a wɔwɔ ayamye a wɔbɛbɛn wɔn. Wɔde wɔn ho bɛhyɛ dwumadie a ɛgye obia,Nnamfo anaa atipɛnfo a wɔregye wɔn bɔbeasu anaa nna ho akɔnnɔ ho kyim a wɔbɛboa wɔn no hwehwɛ sɛ wob
583,Aka_Gha,Adwumayɛfoɔ a wɔwɔ tumi krataa: Hwehwɛ afotubɔfoɔ a wɔhwɛ adwenemyareɛ tumi krataa anaa license. Ɛsɛ,"Wo ho a wobɛkamfo akyerɛ wɔ afotu anaa ayaresa bere mu no hwehwɛ sɛ wobɛka w’ahiade, nea wopɛ, ne ah"
585,Aka_Gha,Mmabun betumi anya adwene a ɛne sɛ wobesua ade wɔ wɔn nkwa nna nyinaa mu na wɔakɔ so anya ahokokwaw ,Mmabun betumi afa nsonsonoe a ɛwɔ amammerɛ ne nyamesom adwene mu wɔ nna ne awo akwahosan ho wɔ wɔn m
588,Aka_Gha,"Yiw, mmara ne nhyehyɛe ahorow bi wɔ hɔ a ɛbɔ hokwan a wowɔ sɛ wunya nna ne awo akwahosan ho nkyerɛky","Yiw, mmara anaa nhyehyɛe ahorow bi wɔ hɔ a ɛbɔ akwannya a wowɔ sɛ wubenya nna ne awo akwaahosan ho n"
591,Aka_Gha,Atumfoɔ bebree wɔ mmara anaa nhyehyɛeɛ a ɛgye hokwan a mmabun wɔ wɔ akwahosan ho dwumadie a ɛyɛ koko,Mfasoɔ a ɛwɔ STI/HIV ano aduru ne nwomasua a wɔde bɛka akwahosan ho dwumadie foforɔ ho ama mmabun no
593,Aka_Gha,"Wɔn Ho a Wohu a Ɛkɔ Anim: Nneyɛe a wɔde susuw nneɛma ho no boa mmabun ma wohu wɔn nsusuwii, wɔn atin",wo sukuu ɔyarehwɛfo anaa akwahosan ho dwumayɛni ne wo bɛbɔ nna ho nsɛm ho nkɔmmɔ. Wobu LGBTQ+ sɛ mma
594,Aka_Gha,Nneɛma titiriw a ɛwɔ nhyehyɛe a etu mpɔn a wɔde siw ano no mu bi ne: Nkyerɛkyerɛ a ɛkɔ akyiri a ɛfa ,"Nneɛma, mmoa ahomatrofo, ne nnwumakuo ahorow a wɔde mmoa ma wɔn a wɔanya wɔn ti adidi mu wɔ nna mu ɔ"
597,Aka_Gha,Nkɔmmɔbɔ ahorow a ɛfa nna ho wɔ nsɛm ho amanneɛbɔ mu no ne mmabun nna ne awo apɔwmuden ho nneɛma afo,"Nkitahodi mu nipasu, te sɛ abusuakuw, mmusuakuw, nyamesom, ɔbarima ne ɔbea nna, ne nna ho akɔnnɔ, ne"
598,Aka_Gha,"Sɛ wote nka sɛ wɔabu m'apɔmuden hokwan so a, wubetumi afa akwan yi so: Kyerɛ wo haw kyerɛ w'apɔmuden","Mpanyimfo a Wogye Wɔn Di Dwuma: Mpanyimfo a wogye wɔn di, te sɛ awoɔfo, akyerɛkyerɛfo, sukuu afotufo"
599,Aka_Gha,Mmabun adwumayɛ nhyehyɛe ne adwumayɛ ho ntetee di ahiade pɔtee anaa nsɛnnennen a mmabun a wɔato wɔn ,Mmabun betumi anya adwumayɛ mu suahu a mfaso wɔ so na wɔakyekye wɔn adwumayɛfo nkitahodi denam adwum
602,Aka_Gha,Mmusua a wɔboa no di dwuma titiriw wɔ mmabun a wɔadi dɛm asetra mu: Ahobammɔ Beae: Ma tebea a ahobam,STIs' nkeyrɛkyerɛ mu: nnam mu yareɛ a aborɔfoɔ ka no sɛ 'STIs' yɛ nyarewa a ɛfa nna so ba. Yetumi ny
616,Aka_Gha,"Mmabun betumi akamfo nna ne awo akwahosan ho nsɛmti ho mfonini a ɛyɛ pɛpɛɛpɛ, a ɛka obiara ho, na ɛy","Nipadua Mfonini Dadwen: Fa w’adwene si apɔwmuden a wubenya so, na ɛnyɛ sɛ wubenya hwɛbea pɔtee bi. F"
620,Aka_Gha,Mmabun betumi akamfo nhyehyeɛ anaa nsakraeɛ a ɛfa nna ne awoɔ akwahosan ho dwumadie a ne boɔ yɛ den ,Mmabun betumi akamfo nhyehyɛe ne nneyɛe a ɛhyɛ abrabɔ pa wɔ intanɛt so nneyɛe ho nkuran na ɛbɔ hokwa
623,Aka_Gha,Asetra a Ɛma Apɔwmuden: Di aduan a ɛfata na yɛ apɔwmuteɛteɛ. Da sɛnea ɛsɛ na di adwennwen ho dwuma. ,Adwene mu yiyedi ne ahoɔden a wɔbɛhyɛ ho nkuran wɔ mmabun mu no ho hia na wɔasiw adwenemyare a efi a
625,Aka_Gha,Akwahosan ho adwumayɛfoɔ bɛtumi afa amammerɛ ahodoɔ mu de nna ne awo akwahosan (SRH) ho dwumadie a ɛ,Akwahosan ho adwumayɛfoɔ ne akyerɛkyerɛfoɔ bɛtumi de digyital akwan adi dwuma de adu mmabun nkyɛn na
627,Aka_Gha,Asetena mu Atɛntrenee Nnyinasosɛm a Wɔde Bɛka Abom: Nsɛm ho amanneɛbɔ ho adesua nhyehyɛe ahorow de a,Nsɛnnennen ne Hokwan a ɛwɔ Nhomasua mu: Nsɛm ho amanneɛbɔ ho nimdeɛ ne asetena mu atɛntrenee a wɔde 
630,Aka_Gha,Nneyɛeɛ aa ɛkyerɛ sɛ obi mmu wohyeɛ bi ne: Sɛ wɔntie wo nea borɔfo fre no 'verbal' anaa 'non-verbal ,"Ebia worehyia asisifo sɛ wote nka bere nyinaa sɛ wo hyɛ wo ho, wohunahuna wo, anaasɛ wobrɛ wo ase a."
632,Aka_Gha,"Mmabun betumi afa akwan horow so anya nnuru a wɔde si nyinsɛn ano, a nea ɛka ho ne: ɔyaresafo a wɔbɛ","Aane, ɔkwantuo kwan pɔtee bi bɛtumi aba hɔ a mmabun bɛtumi afa so akɔ ayaresabea ahorow, a ebi ne: S"
636,Aka_Gha,"Nsɛm ho amanneɛbɔfo taa ma nsusuwii hunu ne animtiaabu a ɛfa nna ho akɔnnɔ, ɔbarima ne ɔbea nna ho n","Amammerɛ mu gyidi ne gyinapɛn ahorow a ɛfa nna, ɔbarima ne ɔbea nna, ne awo akwahosan ho no betumi a"
639,Aka_Gha,"Yiw, akwan a wɔfa so de mmuae ma no bi ne: Abotɔyam ho nhwehwɛmu a wɔyɛ bere a wɔde ɔsom adwuma no a","Wɔ nkate fam mmoa ne ɔhaw mu mmoa a wɔde wɔn ho hyɛ mu akyi no, ɔhaw ho mmoa telefon ahorow betumi d"
640,Aka_Gha,"Mmabun betumi afa akwan ahorow so anya nneɛma ne mmoa nkitahodi ahorow, a nea ɛka ho ne: Mmra kwan s","Mmabun betumi ahwehwɛ mmoa afi mmoa nhyehyɛe ahorow hɔ, a sukuu afotufo, mpanyimfo a wogye wɔn di, n"
641,Aka_Gha,"Amammerɛ mu gyinapɛn ahorow, ɔmanfo adwene, ne animtiaabu betumi aka tumi a mmabun wɔ sɛ wɔde wɔn mm",Mmabun betumi ahwehwɛ nkɔmmɔbɔ a ɛfa nna ne awo akwahosan ho wɔ nyamesom tebea horow mu denam nkɔmmɔ
642,Aka_Gha,Mfe a mmabun betumi anya nyinsɛn a woyi gu ho nhyehyɛe wɔ mmara kwan so a awofo mpene so no gu ahoro,"Yiw, mmara ne nhyehyɛe ahorow bɔ hokwan ahorow a mmabun wɔ sɛ wonya nna ne awo ho akwahosan ho nhyeh"
643,Aka_Gha,"Amammerɛ, nyamesom, ne asetena mu gyinapɛn ahorow nya abrabɔ pa ahye ne gyinapɛn ahorow a wɔde di dw",Asetra mu nimdeɛ ho nkyerɛkyerɛ boa mmabun ma wɔpaw nneɛma a ɛfata wɔ wɔn nna ne awo akwahosan ho de
645,Aka_Gha,"Awofoɔ, akyerɛkyerɛfoɔ, ne akwahosan ho adwumayɛfoɔ bɛtumi aboa mmabun wɔ nsɛm ho amanneɛbɔ ho nimde","Mpɔtam Hɔ Ahyehyɛdeɛ a Wɔyɛ: Mmabun bɛtumi ne mpɔtam hɔ ahyehyɛdeɛ, akasamafo akuo, ne nnwuma a mmab"
647,Aka_Gha,Mmara mu Nsɛm nea broni ka no 'Legal Landscape': Nea ewɔ wo vs. akamfo obi ama biribi a woka wɔ brɔf,"Wo gyinapɛn ne wo gyidi ahorow na ɛkyerɛ wo nsusuwii wɔ ɔbarima ne ɔbea dwumadi, nipasu, ne nsɛm a w"
650,Aka_Gha,"Awofoɔ, akyerɛkyerɛfoɔ, ne ahwɛfoɔ bɛtumi ahyɛ ɔbarima ne ɔbaa ntam atenka ho nkuran wɔ wɔne mmabun ",Atipɛnfo nkyerɛkyerɛ: Ɛhyɛ nkɔmmɔbɔ a ɛda adi pefee ne osuahu ahorow a wɔhyɛ ho nkuran. Ɛma asuafo n
651,Aka_Gha,Ahyehyɛde ahorow a ɛwɔ mpɔtam hɔ de abɛɛfo mfiridwuma nea broni ka no 'technology'  ne 'sohyial medi,Websites (nimdeɛ pa). Apps (de hwehwɛ nneɛma). SMS (nkɔmmɔbɔ mfidie). Telemedicine (intanɛt so ayare
652,Aka_Gha,"Yiw, amammerɛ anaa nyamesom mu gyidi ahorow betumi anya mmabun ntease ne hokwan a wɔwɔ sɛ wodi wɔn h",Mmabun betumi ako ama wɔn ho denam: Wɔbɛkyerɛkyerɛ wɔn ho wɔ hokwan ahorow a wɔwɔ ne mmara kwan so a
656,Aka_Gha,Nsɛmti ne nsusuwii hunu a wɔtaa ka wɔ nsɛm ho amanneɛbɔ mu a ɛma nkrasɛm a epira kɔ so no bi ne: Aho,"Abusua mu nkɔso, a awofo akwanhwɛ, awo ntoatoaso ntam ntawntawdi, ne mmarima ne mmea dwumadi ahorow "
657,Aka_Gha,Mmabun a wɔde wɔn ho hyɛ mmabun adwumayɛ nhyehyɛe ne adwumayɛ mu ntetee mu no betumi ahyia nsɛnnenne,Mmabun betumi asiesie wɔn ho ama nkonimdi wɔ mmabun adwumayɛ nhyehyɛe ne adwumayɛ mu ntetee mu denam
663,Aka_Gha,"Media nya atipɛnfo nkitahodi so nkɛntɛnso kɛse wɔ mmabun mu denam nkitahodi akwan, asetena mu gyinap","Mmusua, mpɔtam, ne amammerɛ ahyehyɛde ahorow di dwuma titiriw wɔ mmabun suban ne wɔn nneyɛe a wɔhyeh"
664,Aka_Gha,STI/HIV nhwehwɛmu ne ayaresa adwumayɛbea ahorow de kokoamsɛm ne kokoam nsɛm di kan de bɔ ankorankoro,Ahintasɛm ho hia ma mmabun a wɔrehwehwɛ nna ne awo akwahosan ho nhyehyɛe efisɛ: Ɛhyɛ ahotoso ho nkur
665,Aka_Gha,Mmabun betumi anya sikasɛm mu mmoa ama asetena mu nimdeɛ nkɔso ne adwumayɛ ho nhyehyɛe ahorow denam ,Mmabun betumi asua sɛnea wɔbɛtumi akasa na wɔakamfo sikasɛm mu nhyehyɛe ne tebea horow a ɛfata bere 
670,Aka_Gha,"Awofo, wɔn a wɔhwɛ wɔn, ne mpanyimfo afoforo betumi aboa mmabun wɔ ɔkwan bi sei: Nsɛm a ɛyɛ nokware ","Awofo, akyerɛkyerɛfo, ne wɔn a wɔhwɛ mmabun betumi aboa mmabun ma wɔayɛ nhwehwɛmu a ɛyɛ katee na wɔd"
673,Aka_Gha,Ɛsɛ sɛ mmabun hu abrabɔ pa ho nsusuwii bere a wɔde wɔn ho hyɛ nsɛm ho amanneɛbɔ mu nsɛm a ɛfa nna ne,Mmabun betumi ama wɔn nsɛm ho amanneɛbɔ ho nimdeɛ akɔ anim na wɔafa nsɛm ho amanneɛbɔ mu nsɛm a ɛyɛ 
675,Aka_Gha,Mmabun betumi afa akwahosan nhyehyɛe no mu akɔhwehwɛ nna ne awo akwahosan ho nhyehyɛe a ne bo nyɛ de,Ebia mmara anaa nhyehyeɛ bi wɔ hɔ a wɔde bɛhwɛ sɛ wɔbɛnya nna mu yareɛ nhwehwɛmu ne ayaresa a ne boɔ
678,Aka_Gha,Hokwan a nyinsɛn a woyi gu ho asɛm a wo ne nnamfo ne abusuafo bɛka ho asɛm no betumi ayɛ nea emu yɛ ,"Nkitahodi Ho Nimdeɛ: Sua sɛ wobɛda wo nsusuwii adi pefee na tie wo nnamfo, w’abusuafo, ne wɔn a wobe"
679,Aka_Gha,Aseten mu animtiaabu betumi ama ayɛ den sɛ wobenya nsɛm ne nnwuma: Nkitahodi a Wɔabue Mu: Kommyɛ ma ,Sɛ worekɔ nkɔmmɔbɔ a emu yɛ den anaa ntawatawa  wo ne w’atipɛnfo anaa ahokafo ntam wɔ nna mu akwaa a
